subject	session	speaker	protocol	last_update	utterances	word_tokens	word_types	mlu
127	8	P	H		289	1314	312	4.54671280277
127	8	C	H		614	2086	320	3.39739413681
127	9	P	H		1054	5027	527	4.76944971537
127	9	C	H		331	1134	209	3.42598187311
127	10	P	H		1463	10017	1070	6.84688995215
127	10	C	H		693	2156	367	3.11111111111
127	11	P	H		1487	8101	783	5.44788164089
127	11	C	H		416	1575	259	3.78605769231
127	12	P	H		1682	9763	996	5.80439952438
127	12	C	H		416	1218	265	2.92788461538
129	7	P	H		1307	5721	529	4.37719969396
129	7	C	H		641	1473	263	2.29797191888
129	8	P	H		1701	7785	688	4.57671957672
129	8	C	H		622	1444	270	2.32154340836
129	9	P	H		1495	6754	749	4.51772575251
129	9	C	H		702	2404	365	3.4245014245
132	2	P	H		1167	4496	492	3.85261353899
132	2	C	H		103	107	36	1.03883495146
132	3	P	H		1319	5439	634	4.12357846854
132	3	C	H		171	200	67	1.16959064327
132	4	P	H		1070	5563	633	5.19906542056
132	4	C	H		265	314	92	1.18490566038
132	5	P	H		1262	5795	653	4.59191759113
132	5	C	H		602	714	165	1.18604651163
132	6	P	H		1698	7176	688	4.22614840989
132	6	C	H		835	1408	288	1.68622754491
132	7	P	H		1198	4948	525	4.13021702838
132	7	C	H		646	1761	256	2.72600619195
132	8	P	H		1136	5237	552	4.61003521127
132	8	C	H		532	1275	244	2.39661654135
132	9	P	H		1373	6037	694	4.3969410051
132	9	C	H		711	2557	345	3.59634317862
132	10	P	H		1216	5605	579	4.609375
132	10	C	H		606	1912	306	3.15511551155
132	11	P	H		1238	5229	594	4.22374798061
132	11	C	H		576	1817	294	3.15451388889
132	12	P	H		1040	4499	549	4.32596153846
132	12	C	H		894	3112	383	3.48098434004
133	8	P	H		1252	4901	522	3.91453674121
133	8	C	H		644	1949	274	3.02639751553
133	9	P	H		775	3436	456	4.4335483871
133	9	C	H		297	833	194	2.80471380471
134	4	P	H		1293	5082	519	3.93039443155
134	4	C	H		115	136	51	1.18260869565
134	5	P	H		1154	5378	527	4.66031195841
134	5	C	H		222	382	140	1.72072072072
134	6	P	H		1373	5871	564	4.27603787327
134	6	C	H		520	1621	266	3.11730769231
134	7	P	H		1833	7834	743	4.273867976
134	7	C	H		793	2177	345	2.74527112232
134	8	P	H		1210	5443	560	4.49834710744
134	8	C	H		559	1706	285	3.0518783542
134	9	P	H		587	2630	420	4.4804088586
134	9	C	H		201	550	179	2.73631840796
135	4	P	H		1080	4924	566	4.55925925926
135	4	C	H		492	1014	173	2.06097560976
135	5	P	H		1307	6182	656	4.7299158378
135	5	C	H		721	1529	233	2.12066574202
135	6	P	H		949	4942	626	5.20758693361
135	6	C	H		530	1498	236	2.82641509434
135	7	P	H		1115	5443	656	4.88161434978
135	7	C	H		706	2121	350	3.00424929178
135	8	P	H		1162	5581	691	4.80292598967
135	8	C	H		617	1915	327	3.10372771475
135	9	P	H		1121	5302	587	4.72970561998
135	9	C	H		379	1175	278	3.10026385224
135	10	P	H		1019	5064	684	4.96957801766
135	10	C	H		586	2255	340	3.84812286689
135	11	P	H		895	4650	624	5.19553072626
135	11	C	H		491	2095	306	4.26680244399
135	12	P	H		783	3915	590	5.0
135	12	C	H		373	1384	320	3.71045576408
137	5	P	H		1231	5762	608	4.68074735987
137	5	C	H		456	839	244	1.8399122807
137	6	P	H		1160	5224	535	4.50344827586
137	6	C	H		986	3017	297	3.05983772819
137	7	P	H		1358	6157	673	4.53387334315
137	7	C	H		835	2797	380	3.3497005988
137	8	P	H		1283	6123	648	4.77240841777
137	8	C	H		794	3342	373	4.20906801008
137	9	P	H		890	4042	494	4.54157303371
137	9	C	H		1013	4293	454	4.23790720632
137	12	P	H		869	3796	496	4.36823935558
137	12	C	H		1033	5144	535	4.97967086157
139	7	P	H		1691	7687	578	4.54583086931
139	7	C	H		381	1014	177	2.66141732283
139	8	P	H		1587	6200	544	3.90674228103
139	8	C	H		546	1324	219	2.42490842491
139	9	P	H		1182	4540	427	3.84094754653
139	9	C	H		521	1399	205	2.68522072937
140	1	P	H		2076	8461	618	4.07562620424
140	1	C	H		80	83	29	1.0375
140	2	P	H		1802	7264	592	4.03107658158
140	2	C	H		47	52	13	1.10638297872
140	3	P	H		2243	8520	654	3.79848417298
140	3	C	H		285	338	64	1.18596491228
140	4	P	H		2423	9119	673	3.7635163021
140	4	C	H		474	689	129	1.45358649789
140	5	P	H		2108	9147	753	4.33918406072
140	5	C	H		395	663	164	1.67848101266
140	6	P	H		2408	10096	799	4.1926910299
140	6	C	H		492	973	173	1.97764227642
140	7	P	H		1860	8391	729	4.51129032258
140	7	C	H		465	1105	230	2.37634408602
140	8	P	H		1917	9819	729	5.1220657277
140	8	C	H		447	1074	191	2.40268456376
140	9	P	H		1491	6357	607	4.26358148893
140	9	C	H		413	1153	256	2.79176755448
140	10	P	H		1161	4555	552	3.9233419466
140	10	C	H		631	1670	287	2.64659270998
140	11	P	H		1701	7882	775	4.63374485597
140	11	C	H		407	1329	247	3.26535626536
140	12	P	H		116	529	183	4.56034482759
140	12	C	H		328	879	191	2.67987804878
141	3	P	H		1222	4764	484	3.89852700491
141	3	C	H		505	715	161	1.41584158416
141	4	P	H		868	3830	425	4.41244239631
141	4	C	H		352	631	165	1.79261363636
141	5	P	H		642	2681	353	4.17601246106
141	5	C	H		303	813	156	2.68316831683
141	6	P	H		1071	4470	492	4.17366946779
141	6	C	H		642	2186	327	3.40498442368
141	8	P	H		562	2959	406	5.26512455516
141	8	C	H		357	1258	228	3.52380952381
141	9	P	H		965	4489	471	4.6518134715
141	9	C	H		786	3523	468	4.48218829517
142	1	P	H		1055	3862	540	3.66066350711
142	1	C	H		131	160	25	1.2213740458
142	2	P	H		981	4101	581	4.18042813456
142	2	C	H		253	315	118	1.24505928854
142	3	P	H		962	5134	590	5.3367983368
142	3	C	H		260	590	170	2.26923076923
142	4	P	H		1161	5399	496	4.65030146425
142	4	C	H		270	668	198	2.47407407407
142	6	P	H		841	4296	571	5.10820451843
142	6	C	H		231	641	189	2.77489177489
142	7	P	H		1250	6647	816	5.3176
142	7	C	H		303	997	210	3.2904290429
142	9	P	H		1193	5840	646	4.89522212909
142	9	C	H		757	2388	341	3.15455746367
143	1	P	H		925	3916	438	4.23351351351
143	1	C	H		109	111	32	1.01834862385
143	2	P	H		1180	5631	533	4.77203389831
143	2	C	H		252	300	76	1.19047619048
143	3	P	H		1106	4950	490	4.47558770344
143	3	C	H		344	691	121	2.00872093023
143	4	P	H		823	3959	476	4.81044957473
143	4	C	H		447	1414	200	3.16331096197
143	5	P	H		1053	5230	585	4.96676163343
143	5	C	H		338	1041	196	3.0798816568
143	9	P	H		1015	4642	516	4.57339901478
143	9	C	H		595	1743	281	2.92941176471
144	1	P	H		569	1703	324	2.99297012302
144	1	C	H		3	3	1	1.0
144	2	P	H		225	1022	229	4.54222222222
144	2	C	H		20	20	6	1.0
144	3	P	H		826	3156	399	3.82082324455
144	3	C	H		78	115	31	1.47435897436
144	4	P	H		566	2204	351	3.89399293286
144	4	C	H		145	184	77	1.26896551724
144	5	P	H		1013	4041	455	3.98914116486
144	5	C	H		157	186	82	1.1847133758
144	6	P	H		1195	5092	490	4.26108786611
144	6	C	H		271	320	91	1.18081180812
144	7	P	H		610	2181	328	3.57540983607
144	7	C	H		247	413	115	1.67206477733
144	8	P	H		537	2576	329	4.79702048417
144	8	C	H		250	580	122	2.32
144	9	P	H		847	3809	414	4.49704840614
144	9	C	H		472	1018	194	2.15677966102
144	10	P	H		212	1259	295	5.93867924528
144	10	C	H		483	1328	197	2.74948240166
144	11	P	H		133	711	196	5.34586466165
144	11	C	H		426	977	208	2.29342723005
144	12	P	H		310	1654	301	5.33548387097
144	12	C	H		340	821	214	2.41470588235
147	1	P	H		1416	5140	498	3.62994350282
147	1	C	H		18	18	11	1.0
147	2	P	H		1371	4658	447	3.39752005835
147	2	C	H		196	229	45	1.16836734694
147	3	P	H		795	2754	376	3.4641509434
147	3	C	H		361	463	108	1.28254847645
147	4	P	H		981	4202	486	4.28338430173
147	4	C	H		757	1417	216	1.87186261559
147	5	P	H		1503	5468	536	3.6380572189
147	5	C	H		986	1934	319	1.96146044625
147	6	P	H		1031	4153	512	4.02812803104
147	6	C	H		734	1900	276	2.58855585831
147	7	P	H		1272	5567	615	4.37657232704
147	7	C	H		1001	2724	365	2.72127872128
147	8	P	H		1346	5948	594	4.41901931649
147	8	C	H		787	2824	355	3.58831003812
147	9	P	H		702	3187	415	4.53988603989
147	9	C	H		969	3315	443	3.42105263158
147	10	P	H		1290	5602	655	4.34263565891
147	10	C	H		924	3149	493	3.40800865801
147	11	P	H		258	1393	280	5.3992248062
147	11	C	H		918	3150	452	3.43137254902
147	12	P	H		885	3667	535	4.14350282486
147	12	C	H		840	3043	451	3.62261904762
148	1	P	H		1358	4302	426	3.16789396171
148	1	C	H		6	6	1	1.0
148	2	P	H		1313	4364	437	3.32368621478
148	2	C	H		14	15	3	1.07142857143
148	3	P	H		1188	3858	403	3.24747474747
148	3	C	H		334	433	53	1.29640718563
148	4	P	H		852	3175	367	3.7265258216
148	4	C	H		968	1689	183	1.74483471074
148	5	P	H		1118	4023	435	3.59838998211
148	5	C	H		963	2386	241	2.47767393562
148	6	P	H		1096	4045	492	3.69069343066
148	6	C	H		845	1758	262	2.08047337278
148	7	P	H		986	4076	511	4.13387423935
148	7	C	H		824	2893	309	3.5109223301
148	8	P	H		973	4256	476	4.37410071942
148	8	C	H		771	2773	296	3.59662775616
148	9	P	H		546	2498	393	4.57509157509
148	9	C	H		1163	4035	389	3.46947549441
149	1	P	H		280	702	202	2.50714285714
149	1	C	H		19	19	4	1.0
149	2	P	H		415	962	257	2.31807228916
149	2	C	H		39	56	10	1.4358974359
149	3	P	H		691	1809	301	2.61794500724
149	3	C	H		90	107	23	1.18888888889
149	4	P	H		396	1093	246	2.7601010101
149	4	C	H		65	85	40	1.30769230769
149	5	P	H		460	1313	257	2.85434782609
149	5	C	H		495	897	124	1.81212121212
149	6	P	H		535	1390	287	2.59813084112
149	6	C	H		715	1342	195	1.87692307692
149	7	P	H		540	1874	347	3.47037037037
149	7	C	H		691	1315	153	1.90303907381
149	8	P	H		19	60	41	3.15789473684
149	8	C	H		666	1611	182	2.41891891892
149	9	P	H		343	1410	306	4.11078717201
149	9	C	H		353	1079	210	3.0566572238
149	10	P	H		592	2175	379	3.67398648649
149	10	C	H		724	1973	227	2.72513812155
150	5	P	H		1560	6546	612	4.19615384615
150	5	C	H		921	3314	327	3.59826275787
150	6	P	H		1425	6490	606	4.55438596491
150	6	C	H		618	2232	303	3.61165048544
150	7	P	H		1050	4829	504	4.59904761905
150	7	C	H		851	2807	329	3.29847238543
150	8	P	H		662	2990	444	4.5166163142
150	8	C	H		775	2671	330	3.4464516129
150	9	P	H		1590	7056	752	4.43773584906
150	9	C	H		633	2244	337	3.54502369668
150	12	P	H		616	2711	407	4.40097402597
150	12	C	H		444	1529	271	3.44369369369
151	3	P	H		1285	4597	468	3.57743190661
151	3	C	H		254	286	29	1.12598425197
151	4	P	H		908	3656	481	4.02643171806
151	4	C	H		374	488	132	1.30481283422
151	5	P	H		945	3931	455	4.15978835979
151	5	C	H		639	1459	226	2.28325508607
151	6	P	H		1075	4793	575	4.45860465116
151	6	C	H		578	1764	259	3.05190311419
151	7	P	H		1412	5624	615	3.98300283286
151	7	C	H		431	1188	230	2.75638051044
151	8	P	H		1178	4925	545	4.18081494058
151	8	C	H		401	1147	219	2.86034912718
151	9	P	H		859	4028	478	4.68917345751
151	9	C	H		546	1919	253	3.51465201465
152	1	P	H		1164	6403	760	5.50085910653
152	1	C	H		1	1	1	1.0
152	2	P	H		744	3442	565	4.62634408602
152	2	C	H		4	4	1	1.0
152	3	P	H		499	2276	444	4.56112224449
152	3	C	H		113	126	32	1.11504424779
152	4	P	H		827	3771	613	4.55985489722
152	4	C	H		323	369	64	1.14241486068
152	5	P	H		845	3764	608	4.45443786982
152	5	C	H		417	654	149	1.56834532374
152	6	P	H		1179	6107	773	5.17981340119
152	6	C	H		493	1211	171	2.45638945233
152	7	P	H		700	3918	597	5.59714285714
152	7	C	H		87	258	84	2.96551724138
152	8	P	H		1020	5770	813	5.6568627451
152	8	C	H		396	1378	236	3.4797979798
152	9	P	H		876	5246	743	5.98858447489
152	9	C	H		455	1986	250	4.36483516484
152	10	P	H		334	1653	411	4.94910179641
152	10	C	H		395	1456	208	3.68607594937
152	11	P	H		1029	5952	813	5.78425655977
152	11	C	H		225	723	151	3.21333333333
152	12	P	H		340	1758	399	5.17058823529
152	12	C	H		376	1460	232	3.8829787234
153	1	P	H		1105	4362	448	3.94751131222
153	1	C	H		10	16	4	1.6
153	2	P	H		970	3832	462	3.95051546392
153	2	C	H		78	89	16	1.14102564103
153	3	P	H		1095	4079	487	3.72511415525
153	3	C	H		121	144	11	1.19008264463
153	5	P	H		1420	4988	468	3.51267605634
153	5	C	H		502	556	48	1.10756972112
153	6	P	H		1470	5535	558	3.76530612245
153	6	C	H		816	1555	137	1.9056372549
153	7	P	H		1483	6826	587	4.6028320971
153	7	C	H		751	1666	197	2.21837549933
153	8	P	H		1229	5938	577	4.83157038242
153	8	C	H		1014	3164	296	3.12031558185
153	9	P	H		766	3605	521	4.70626631854
153	9	C	H		770	2964	346	3.84935064935
156	3	P	H		491	1419	221	2.8900203666
156	3	C	H		201	218	62	1.08457711443
156	4	P	H		1201	3800	439	3.16402997502
156	4	C	H		732	995	189	1.35928961749
156	5	P	H		951	3194	457	3.35856992639
156	5	C	H		807	1625	280	2.0136307311
156	6	P	H		1304	4784	565	3.66871165644
156	6	C	H		752	1911	220	2.54122340426
156	7	P	H		1044	4609	517	4.41475095785
156	7	C	H		712	1879	250	2.63904494382
156	8	P	H		713	3034	431	4.25525946704
156	8	C	H		688	2236	279	3.25
156	9	P	H		1377	5544	601	4.02614379085
156	9	C	H		851	2409	336	2.83078730905
157	2	P	H		217	893	232	4.11520737327
157	2	C	H		92	97	29	1.05434782609
157	3	P	H		655	3061	477	4.67328244275
157	3	C	H		399	602	134	1.50877192982
157	4	P	H		1211	5534	593	4.56977704377
157	4	C	H		514	1257	264	2.44552529183
157	5	P	H		1725	7628	687	4.42202898551
157	5	C	H		559	1473	220	2.63506261181
157	6	P	H		0	0	0	-
157	6	C	H		505	1368	267	2.70891089109
157	7	P	H		402	1862	378	4.63184079602
157	7	C	H		599	2360	348	3.93989983306
157	8	P	H		434	2212	413	5.09677419355
157	8	C	H		522	2238	370	4.28735632184
157	9	P	H		558	3396	507	6.08602150538
157	9	C	H		388	1710	300	4.40721649485
157	10	P	H		858	4654	599	5.42424242424
157	10	C	H		482	2227	357	4.62033195021
157	11	P	H		1263	6920	854	5.47901821061
157	11	C	H		745	2739	486	3.67651006711
158	2	P	H		1067	4222	535	3.95688847235
158	2	C	H		277	525	114	1.89530685921
158	3	P	H		827	3855	579	4.66142684401
158	3	C	H		218	676	145	3.10091743119
158	4	P	H		834	3800	586	4.55635491607
158	4	C	H		23	105	45	4.5652173913
158	5	P	H		904	3734	496	4.13053097345
158	5	C	H		122	497	121	4.0737704918
158	7	P	H		1144	5670	682	4.95629370629
158	7	C	H		381	1672	259	4.38845144357
158	8	P	H		861	4709	674	5.46922183508
158	8	C	H		156	972	180	6.23076923077
158	9	P	H		788	3588	524	4.55329949239
158	9	C	H		318	1223	255	3.84591194969
158	10	P	H		1342	5916	687	4.40834575261
158	10	C	H		361	1545	274	4.27977839335
159	1	P	H		929	3269	416	3.51883745963
159	1	C	H		172	249	33	1.4476744186
159	2	P	H		979	3491	366	3.56588355465
159	2	C	H		297	388	66	1.3063973064
159	3	P	H		1451	5644	522	3.88973121985
159	3	C	H		373	559	144	1.49865951743
159	4	P	H		1273	5117	543	4.01963864886
159	4	C	H		332	601	163	1.81024096386
159	5	P	H		790	3325	442	4.20886075949
159	5	C	H		521	1435	236	2.75431861804
159	6	P	H		1487	6654	663	4.47478143914
159	6	C	H		544	1704	295	3.13235294118
159	7	P	H		1189	4903	574	4.1236333053
159	7	C	H		396	1128	219	2.84848484848
159	8	P	H		1237	6248	736	5.05092966855
159	8	C	H		398	1493	288	3.75125628141
159	9	P	H		1019	4774	521	4.68498527969
159	9	C	H		460	1820	257	3.95652173913
160	3	P	H		1129	3722	485	3.29672276351
160	3	C	H		780	1172	171	1.50256410256
160	4	P	H		580	2109	348	3.63620689655
160	4	C	H		675	1591	250	2.35703703704
160	5	P	H		929	3949	532	4.2508073197
160	5	C	H		861	2589	357	3.00696864111
160	6	P	H		374	1463	284	3.91176470588
160	6	C	H		691	1924	306	2.78437047757
160	7	P	H		438	1719	303	3.92465753425
160	7	C	H		437	1287	204	2.94508009153
160	8	P	H		656	2531	386	3.85823170732
160	8	C	H		630	2032	303	3.2253968254
160	9	P	H		495	2037	368	4.11515151515
160	9	C	H		462	1492	282	3.22943722944
162	1	P	H		1465	5299	398	3.61706484642
162	1	C	H		87	88	8	1.01149425287
162	2	P	H		1184	5165	507	4.36233108108
162	2	C	H		40	41	16	1.025
162	4	P	H		1635	5593	501	3.42079510703
162	4	C	H		1008	1359	194	1.34821428571
162	5	P	H		838	3602	475	4.29832935561
162	5	C	H		905	2340	229	2.58563535912
162	6	P	H		919	3914	511	4.25897714908
162	6	C	H		864	2268	282	2.625
162	7	P	H		994	4069	552	4.09356136821
162	7	C	H		654	1466	252	2.24159021407
162	8	P	H		1634	5812	579	3.55691554468
162	8	C	H		1038	2970	363	2.8612716763
163	2	P	H		1261	4795	434	3.80253766852
163	2	C	H		26	42	7	1.61538461538
163	3	P	H		1641	6488	565	3.95368677636
163	3	C	H		81	98	35	1.20987654321
163	4	P	H		1801	6456	514	3.58467518046
163	4	C	H		497	543	97	1.09255533199
163	5	P	H		1580	6042	494	3.82405063291
163	5	C	H		650	741	94	1.14
163	6	P	H		1606	6282	581	3.91158156912
163	6	C	H		368	473	137	1.28532608696
163	7	P	H		1880	7201	608	3.83031914894
163	7	C	H		540	904	180	1.67407407407
163	8	P	H		2142	8356	615	3.9010270775
163	8	C	H		670	1382	198	2.06268656716
163	9	P	H		1479	6072	500	4.10547667343
163	9	C	H		743	2188	245	2.94481830417
164	1	P	H		415	1848	320	4.45301204819
164	1	C	H		17	20	6	1.17647058824
164	2	P	H		230	928	218	4.0347826087
164	2	C	H		21	23	3	1.09523809524
164	3	P	H		449	1753	258	3.90423162584
164	3	C	H		53	55	9	1.03773584906
164	4	P	H		392	1706	268	4.35204081633
164	4	C	H		187	210	29	1.12299465241
164	5	P	H		52	257	91	4.94230769231
164	5	C	H		285	294	34	1.03157894737
164	6	P	H		252	1132	246	4.49206349206
164	6	C	H		675	984	91	1.45777777778
164	7	P	H		371	1407	236	3.79245283019
164	7	C	H		836	1434	133	1.71531100478
164	8	P	H		335	1348	237	4.02388059701
164	8	C	H		644	1074	87	1.66770186335
164	9	P	H		1008	4693	410	4.65575396825
164	9	C	H		911	1760	190	1.93194291987
164	10	P	H		303	1584	328	5.22772277228
164	10	C	H		711	1661	164	2.33614627286
166	1	P	H		1601	5492	462	3.43035602748
166	1	C	H		0	0	0	-
166	2	P	H		1479	5291	521	3.57741717377
166	2	C	H		191	228	31	1.19371727749
166	3	P	H		1286	5271	611	4.09875583204
166	3	C	H		382	545	151	1.42670157068
166	4	P	H		1336	5555	584	4.15793413174
166	4	C	H		429	778	174	1.81351981352
166	5	P	H		1251	5172	626	4.13429256595
166	5	C	H		645	1776	284	2.75348837209
166	6	P	H		1365	6347	713	4.64981684982
166	6	C	H		615	1599	296	2.6
166	7	P	H		1257	4997	653	3.9753381066
166	7	C	H		670	2633	389	3.92985074627
166	8	P	H		1410	5922	677	4.2
166	8	C	H		739	2693	459	3.64411366712
166	9	P	H		1253	5239	646	4.18116520351
166	9	C	H		554	2025	382	3.65523465704
166	10	P	H		1167	4711	695	4.03684661525
166	10	C	H		652	2242	460	3.43865030675
166	11	P	H		1179	5107	678	4.33163698049
166	11	C	H		546	1764	367	3.23076923077
166	12	P	H		1051	4309	641	4.09990485252
166	12	C	H		726	2577	430	3.54958677686
167	4	P	H		1696	5003	510	2.94988207547
167	4	C	H		607	658	79	1.08401976936
167	5	P	H		1152	4246	512	3.68576388889
167	5	C	H		442	558	120	1.26244343891
167	6	P	H		1318	4761	482	3.61229135053
167	6	C	H		821	1111	217	1.35322777101
167	8	P	H		1045	4276	565	4.09186602871
167	8	C	H		590	1819	300	3.08305084746
168	2	P	H		601	2168	355	3.60732113145
168	2	C	H		0	0	0	-
168	3	P	H		640	2435	394	3.8046875
168	3	C	H		3	7	3	2.33333333333
168	4	P	H		803	2993	390	3.72727272727
168	4	C	H		7	8	5	1.14285714286
168	5	P	H		1077	3886	452	3.60817084494
168	5	C	H		106	130	18	1.22641509434
168	6	P	H		1156	4009	455	3.46799307958
168	6	C	H		360	469	65	1.30277777778
168	8	P	H		705	2926	425	4.15035460993
168	8	C	H		165	228	86	1.38181818182
168	9	P	H		344	1448	299	4.20930232558
168	9	C	H		206	373	94	1.81067961165
170	2	P	H		1233	5318	516	4.31305758313
170	2	C	H		81	103	21	1.27160493827
170	3	P	H		903	3780	459	4.18604651163
170	3	C	H		375	618	176	1.648
170	4	P	H		1021	5535	524	5.42115572968
170	4	C	H		540	1183	252	2.19074074074
170	5	P	H		770	3995	452	5.18831168831
170	5	C	H		927	2588	320	2.79180151025
170	6	P	H		605	2989	404	4.94049586777
170	6	C	H		689	1729	315	2.50943396226
170	7	P	H		824	4055	449	4.92111650485
170	7	C	H		736	2537	387	3.44701086957
170	8	P	H		785	3644	530	4.64203821656
170	8	C	H		1016	3971	509	3.90846456693
170	9	P	H		902	4327	611	4.79711751663
170	9	C	H		1166	5675	615	4.86706689537
171	1	P	H		1282	5506	619	4.29485179407
171	1	C	H		0	0	0	-
171	2	P	H		1156	4923	605	4.25865051903
171	2	C	H		13	19	6	1.46153846154
171	3	P	H		1149	5012	640	4.36205395997
171	3	C	H		83	104	26	1.25301204819
171	4	P	H		756	3203	467	4.23677248677
171	4	C	H		212	284	42	1.33962264151
171	5	P	H		1047	5307	718	5.06876790831
171	5	C	H		146	203	76	1.3904109589
171	6	P	H		1044	4692	592	4.49425287356
171	6	C	H		629	1029	164	1.63593004769
171	7	P	H		1174	5744	716	4.8926746167
171	7	C	H		396	691	176	1.74494949495
171	8	P	H		1326	6281	691	4.73680241327
171	8	C	H		355	743	175	2.09295774648
171	9	P	H		1064	5102	640	4.79511278195
171	9	C	H		541	1402	283	2.59149722736
172	3	P	H		2010	7671	491	3.81641791045
172	3	C	H		467	623	145	1.33404710921
172	4	P	H		1237	4369	428	3.53193209378
172	4	C	H		560	830	197	1.48214285714
172	5	P	H		1710	6956	568	4.06783625731
172	5	C	H		575	1344	228	2.33739130435
172	6	P	H		1437	6444	520	4.48434237996
172	6	C	H		808	3226	270	3.99257425743
172	7	P	H		1330	5960	647	4.48120300752
172	7	C	H		670	2187	325	3.26417910448
172	8	P	H		1495	6894	541	4.61137123746
172	8	C	H		973	3762	378	3.86639260021
172	9	P	H		1193	5261	583	4.40989103101
172	9	C	H		978	4471	429	4.57157464213
