subject_number	subject_project	visit_type	visit_status	projected_visit		
152.0	3	10H	1.0	0.0		
152.0	3	11H	1.0	0.0		
152.0	3	12H	1.0	0.0		
152.0	3	1G_1	0	0.0		
152.0	3	1G_2	0	0.0		
152.0	3	1G_3	0	0.0		
152.0	3	2G_1	0	0.0		
152.0	3	2G_2	0	0.0		
152.0	3	2G_3	0	0.0		
152.0	3	3G_1	0	0.0		
152.0	3	3G_2	0	0.0		
152.0	3	3G_3	0	0.0		
152.0	3	4G_1	0	0.0		
152.0	3	4G_2	0	0.0		
152.0	3	4G_3	0	0.0		
152.0	3	KG_1_09	1.0	0.0		
152.0	3	KG_2_10	1.0	0.0		
152.0	3	KG_3	0	0.0		
153.0	3	01H	1.0	0.0		
153.0	3	02H	1.0	0.0		
153.0	3	03H	1.0	0.0		
153.0	3	05H	1.0	0.0		
153.0	3	06H	1.0	0.0		
153.0	3	07H	1.0	0.0		
153.0	3	08H	1.0	0.0		
153.0	3	09H	1.0	0.0		
153.0	3	10H	1.0	0.0		
153.0	3	11H	0	0.0		
153.0	3	12H	0	0.0		
153.0	3	1G_1	0	0.0		
153.0	3	1G_2	0	0.0		
153.0	3	1G_3	0	0.0		
153.0	3	2G_1	0	0.0		
153.0	3	2G_2	0	0.0		
153.0	3	2G_3	0	0.0		
153.0	3	3G_1	0	0.0		
153.0	3	3G_2	0	0.0		
153.0	3	3G_3	0	0.0		
153.0	3	4G_1	0	0.0		
153.0	3	4G_2	0	0.0		
153.0	3	4G_3	0	0.0		
153.0	3	KG_3	0	0.0		
156.0	3	01H	0	0.0		
156.0	3	02H	0	0.0		
156.0	3	03H	1.0	0.0		
156.0	3	04H	1.0	0.0		
156.0	3	05H	1.0	0.0		
156.0	3	06H	1.0	0.0		
156.0	3	07H	1.0	0.0		
156.0	3	08H	1.0	0.0		
156.0	3	09H	1.0	0.0		
156.0	3	10H	1.0	0.0		
156.0	3	11H	1.0	0.0		
156.0	3	12H	1.0	0.0		
156.0	3	1G_1	0	0.0		
156.0	3	1G_2	0	0.0		
156.0	3	1G_3	0	0.0		
156.0	3	2G_1	0	0.0		
156.0	3	2G_2	0	0.0		
156.0	3	2G_3	0	0.0		
156.0	3	3G_1	0	0.0		
156.0	3	3G_2	0	0.0		
156.0	3	3G_3	0	0.0		
156.0	3	4G_1	0	0.0		
156.0	3	4G_2	0	0.0		
156.0	3	4G_3	0	0.0		
156.0	3	KG_1_09	1.0	0.0		
156.0	3	KG_2	0	0.0		
156.0	3	KG_3	0	0.0		
157.0	3	01H	0	0.0		
157.0	3	02H	1	0.0		
157.0	3	03H	1.0	0.0		
157.0	3	04H	1.0	0.0		
157.0	3	05H	1.0	0.0		
157.0	3	06H	1.0	0.0		
157.0	3	07H	1.0	0.0		
157.0	3	08H	1.0	0.0		
157.0	3	09H	1.0	0.0		
157.0	3	10H	1.0	0.0		
157.0	3	11H	1.0	0.0		
157.0	3	12H	1.0	0.0		
157.0	3	1G_1_10	1.0	0.0		
157.0	3	1G_2_11	1.0	0.0		
157.0	3	1G_2_11	1.0	0.0		
157.0	3	1G_3_11	1.0	0.0		
157.0	3	2G_1_11	1.0	0.0		
157.0	3	2G_2_12	1.0	0.0		
157.0	3	2G_3_12	1.0	0.0		
157.0	3	3G_1_12	1.0	0.0		
157.0	3	3G_2	0	1.0		
157.0	3	3G_3	0	1.0		
157.0	3	4G_1	0	1.0		
157.0	3	4G_2	0	1.0		
157.0	3	4G_3	0	1.0		
157.0	3	KG_1_09	1.0	0.0		
157.0	3	KG_2_10	1.0	0.0		
157.0	3	KG_3_10	1.0	0.0		
158.0	3	01H	0	0.0		
158.0	3	02H	1.0	0.0		
158.0	3	03H	1.0	0.0		
158.0	3	04H	1.0	0.0		
158.0	3	05H	1.0	0.0		
158.0	3	07H	1.0	0.0		
158.0	3	08H	1.0	0.0		
158.0	3	09H	1.0	0.0		
158.0	3	10H	1.0	0.0		
158.0	3	11H	1.0	0.0		
158.0	3	12H	1.0	0.0		
158.0	3	1G_1_10	1.0	0.0		
158.0	3	1G_2_11	1.0	0.0		
158.0	3	1G_3_11	1.0	0.0		
158.0	3	2G_1_11	1.0	0.0		
158.0	3	2G_2_12	1.0	0.0		
158.0	3	2G_3_12	1.0	0.0		
158.0	3	3G_1_12	1.0	0.0		
158.0	3	3G_2	0	1.0		
158.0	3	3G_3	0	1.0		
158.0	3	4G_1	0	1.0		
158.0	3	4G_2	0	1.0		
158.0	3	4G_3	0	1.0		
158.0	3	KG_1_09	1.0	0.0		
158.0	3	KG_2_10	1.0	0.0		
158.0	3	KG_3_10	1.0	0.0		
159.0	3	01H	1.0	0.0		
159.0	3	02H	1.0	0.0		
159.0	3	03H	1.0	0.0		
159.0	3	04H	1.0	0.0		
159.0	3	05H	1.0	0.0		
159.0	3	06H	1.0	0.0		
159.0	3	07H	1.0	0.0		
159.0	3	08H	1.0	0.0		
159.0	3	09H	1.0	0.0		
159.0	3	10H	1.0	0.0		
159.0	3	11H	1.0	0.0		
159.0	3	12H	1.0	0.0		
159.0	3	1G_1_11	1.0	0.0		
159.0	3	1G_2_12	1.0	0.0		
159.0	3	1G_3	0	0.0		
159.0	3	2G_1_12	1.0	0.0		
159.0	3	2G_2	0	1.0		
159.0	3	2G_3	0	1.0		
159.0	3	3G_1	0	1.0		
159.0	3	3G_2	0	1.0		
159.0	3	3G_3	0	1.0		
159.0	3	4G_1	0	1.0		
159.0	3	4G_2	0	1.0		
159.0	3	4G_3	0	1.0		
159.0	3	KG_2_11	1.0	0.0		
159.0	3	KG_3_11	1.0	0.0		
159.0	3	KG-1	0	0.0		
160.0	3	01H	0	0.0		
160.0	3	02H	0	0.0		
160.0	3	03H	1.0	0.0		
160.0	3	04H	1.0	0.0		
160.0	3	05H	1.0	0.0		
160.0	3	06H	1.0	0.0		
160.0	3	07H	1.0	0.0		
160.0	3	08H	1.0	0.0		
160.0	3	09H	1.0	0.0		
160.0	3	10H	1.0	0.0		
160.0	3	11H	1.0	0.0		
160.0	3	12H	1.0	0.0		
160.0	3	1G_1_10	1.0	0.0		
160.0	3	1G_2_11	1.0	0.0		
160.0	3	1G_3_11	1.0	0.0		
160.0	3	2G_1_11	1.0	0.0		
160.0	3	2G_2_12	1.0	0.0		
160.0	3	2G_3_12	1.0	0.0		
160.0	3	3G_1	0	1.0		
160.0	3	3G_2	0	1.0		
160.0	3	3G_3	0	1.0		
160.0	3	4G_1	0	1.0		
160.0	3	4G_2	0	1.0		
160.0	3	4G_3	0	1.0		
160.0	3	KG_1_09	1.0	0.0		
160.0	3	KG_2_10	1.0	0.0		
160.0	3	KG_3_10	1.0	0.0		
162.0	3	01H	1.0	0.0		
162.0	3	02H	1.0	0.0		
162.0	3	03H	0	0.0		
162.0	3	04H	1.0	0.0		
162.0	3	05H	1.0	0.0		
162.0	3	06H	1.0	0.0		
162.0	3	07H	1.0	0.0		
162.0	3	08H	1.0	0.0		
162.0	3	10H	1.0	0.0		
162.0	3	11H	1.0	0.0		
162.0	3	12H	1.0	0.0		
162.0	3	1G_1	0	0.0		
162.0	3	1G_2	0	0.0		
162.0	3	1G_3	0	0.0		
162.0	3	2G_1	0	0.0		
162.0	3	2G_2	0	0.0		
162.0	3	2G_3	0	0.0		
162.0	3	3G_1	0	0.0		
162.0	3	3G_2	0	0.0		
162.0	3	3G_3	0	0.0		
162.0	3	4G_1	0	0.0		
162.0	3	4G_2	0	0.0		
162.0	3	4G_3	0	0.0		
162.0	3	KG_2	0	0.0		
162.0	3	KG_3_11	1.0	0.0		
162.0	3	KG-1	0	0.0		
163.0	3	01H	0	0.0		
163.0	3	02H	1.0	0.0		
163.0	3	03H	1.0	0.0		
163.0	3	04H	1.0	0.0		
163.0	3	05H	1.0	0.0		
163.0	3	06H	1.0	0.0		
163.0	3	07H	1.0	0.0		
163.0	3	08H	1.0	0.0		
163.0	3	09H	1.0	0.0		
163.0	3	10H	1.0	0.0		
163.0	3	11H	1.0	0.0		
163.0	3	12H	1.0	0.0		
163.0	3	1G_1_11	1.0	0.0		
163.0	3	1G_2_12	1.0	0.0		
163.0	3	1G_3_12	1.0	0.0		
163.0	3	2G_1_12	1.0	0.0		
163.0	3	2G_2	0	1.0		
163.0	3	2G_3	0	1.0		
163.0	3	3G_1	0	1.0		
163.0	3	3G_2	0	1.0		
163.0	3	3G_3	0	1.0		
163.0	3	4G_1	0	1.0		
163.0	3	4G_2	0	1.0		
163.0	3	4G_3	0	1.0		
163.0	3	KG_1_10	1.0	0.0		
163.0	3	KG_2_11	1.0	0.0		
163.0	3	KG_3_11	1.0	0.0		
164.0	3	01H	1.0	0.0		
164.0	3	02H	1.0	0.0		
164.0	3	03H	1.0	0.0		
164.0	3	04H	1.0	0.0		
164.0	3	05H	1.0	0.0		
164.0	3	06H	1.0	0.0		
164.0	3	07H	1.0	0.0		
164.0	3	08H	1.0	0.0		
164.0	3	09H	1.0	0.0		
164.0	3	10H	1.0	0.0		
164.0	3	11H	1.0	0.0		
164.0	3	12H	1.0	0.0		
164.0	3	1G_1_11	1.0	0.0		
164.0	3	1G_2_12	1.0	0.0		
164.0	3	1G_3_12	1.0	0.0		
164.0	3	2G_1_12	1.0	0.0		
164.0	3	2G_2	0	1.0		
164.0	3	2G_3	0	1.0		
164.0	3	3G_1	0	1.0		
164.0	3	3G_2	0	1.0		
164.0	3	3G_3	0	1.0		
164.0	3	4G_1	0	1.0		
164.0	3	4G_2	0	1.0		
164.0	3	4G_3	0	1.0		
164.0	3	KG_1_10	1.0	0.0		
164.0	3	KG_2_11	1.0	0.0		
164.0	3	KG_3_11	1.0	0.0		
166.0	3	01H	1.0	0.0		
166.0	3	02H	1.0	0.0		
166.0	3	03H	1.0	0.0		
166.0	3	04H	1.0	0.0		
166.0	3	05H	1.0	0.0		
166.0	3	06H	1.0	0.0		
166.0	3	07H	1.0	0.0		
166.0	3	08H	1.0	0.0		
166.0	3	09H	1.0	0.0		
166.0	3	10H	1.0	0.0		
166.0	3	11H	1.0	0.0		
166.0	3	12H	1.0	0.0		
166.0	3	1G_1	1	0.0		
166.0	3	1G_1_12	1.0	0.0		
166.0	3	1G_2	0	1.0		
166.0	3	1G_3	0	1.0		
166.0	3	2G_2	0	1.0		
166.0	3	2G_3	0	1.0		
166.0	3	3G_1	0	1.0		
166.0	3	3G_2	0	1.0		
166.0	3	3G_3	0	1.0		
166.0	3	4G_1	0	1.0		
166.0	3	4G_2	0	1.0		
166.0	3	4G_3	0	1.0		
166.0	3	KG_1_11	1.0	0.0		
166.0	3	KG_2_12	1.0	0.0		
166.0	3	KG_3_12	1.0	0.0		
167.0	3	01H	0	0.0		
167.0	3	02H	0	0.0		
167.0	3	03H	0	0.0		
167.0	3	04H	1.0	0.0		
167.0	3	05H	1.0	0.0		
167.0	3	06H	1.0	0.0		
167.0	3	08H	1.0	0.0		
167.0	3	10H	1.0	0.0		
167.0	3	11H	1.0	0.0		
167.0	3	12H	1.0	0.0		
167.0	3	1G_1_11	1.0	0.0		
167.0	3	1G_2_12	1.0	0.0		
167.0	3	1G_3_12	1.0	0.0		
167.0	3	2G_1_12	1.0	0.0		
167.0	3	2G_2_13	1.0	0.0		
167.0	3	2G_3	0	1.0		
167.0	3	3G_1	0	1.0		
167.0	3	3G_2	0	1.0		
167.0	3	3G_3	0	1.0		
167.0	3	4G_1	0	1.0		
167.0	3	4G_2	0	1.0		
167.0	3	4G_3	0	1.0		
167.0	3	KG_1_10	1.0	0.0		
167.0	3	KG_3_11	1.0	0.0		
167.0	3	KG-2	0	0.0		
168.0	3	01H	0	0.0		
168.0	3	02H	1.0	0.0		
168.0	3	03H	1.0	0.0		
168.0	3	04H	1.0	0.0		
168.0	3	05H	1.0	0.0		
168.0	3	06H	1.0	0.0		
168.0	3	08H	1.0	0.0		
168.0	3	09H	1.0	0.0		
168.0	3	10H	1.0	0.0		
168.0	3	11H	1.0	0.0		
168.0	3	12H	1.0	0.0		
168.0	3	1G_1	0	1.0		
168.0	3	1G_2	0	1.0		
168.0	3	1G_3	0	1.0		
168.0	3	2G_1	0	1.0		
168.0	3	2G_2	0	1.0		
168.0	3	2G_3	0	1.0		
168.0	3	3G_1	0	1.0		
168.0	3	3G_2	0	1.0		
168.0	3	3G_3	0	1.0		
168.0	3	4G_1	0	1.0		
168.0	3	4G_2	0	1.0		
168.0	3	4G_3	0	1.0		
168.0	3	KG_1	0	0.0		
168.0	3	KG_2	0	1.0		
168.0	3	KG_3	0	1.0		
170.0	3	01H	0	0.0		
170.0	3	02H	1.0	0.0		
170.0	3	03H	1.0	0.0		
170.0	3	04H	1.0	0.0		
170.0	3	05H	1.0	0.0		
170.0	3	06H	1.0	0.0		
170.0	3	07H	1.0	0.0		
170.0	3	08H	1.0	0.0		
170.0	3	09H	1.0	0.0		
170.0	3	10H	1.0	0.0		
170.0	3	11H	1.0	0.0		
170.0	3	12H	1.0	0.0		
170.0	3	1G_1	0	1.0		
170.0	3	1G_2	0	1.0		
170.0	3	1G_3	0	1.0		
170.0	3	2G_1	0	1.0		
170.0	3	2G_2	0	1.0		
170.0	3	2G_3	0	1.0		
170.0	3	3G_1	0	1.0		
170.0	3	3G_2	0	1.0		
170.0	3	3G_3	0	1.0		
170.0	3	4G_1	0	1.0		
170.0	3	4G_2	0	1.0		
170.0	3	4G_3	0	1.0		
170.0	3	KG_1_12	1.0	0.0		
170.0	3	KG_2	0	1.0		
170.0	3	KG_3	0	1.0		
171.0	3	01H	1.0	0.0		
171.0	3	02H	1.0	0.0		
171.0	3	03H	1.0	0.0		
171.0	3	04H	1.0	0.0		
171.0	3	05H	1.0	0.0		
171.0	3	06H	1.0	0.0		
171.0	3	07H	1.0	0.0		
171.0	3	08H	1.0	0.0		
171.0	3	09H	1.0	0.0		
171.0	3	10H	1.0	0.0		
171.0	3	11H	1.0	0.0		
171.0	3	12H	1	0.0		
171.0	3	1G_1	0	1.0		
171.0	3	1G_2	0	1.0		
171.0	3	1G_3	0	1.0		
171.0	3	2G_1	0	1.0		
171.0	3	2G_2	0	1.0		
171.0	3	2G_3	0	1.0		
171.0	3	3G_1	0	1.0		
171.0	3	3G_2	0	1.0		
171.0	3	3G_3	0	1.0		
171.0	3	4G_1	0	1.0		
171.0	3	4G_2	0	1.0		
171.0	3	4G_3	0	1.0		
171.0	3	KG_1	0	1.0		
171.0	3	KG_2	0	1.0		
171.0	3	KG_3	0	1.0		
172.0	3	01H	0	0.0		
172.0	3	02H	0	0.0		
172.0	3	03H	1	0.0		
172.0	3	04H	1.0	0.0		
172.0	3	05H	1.0	0.0		
172.0	3	06H	1.0	0.0		
172.0	3	07H	1.0	0.0		
172.0	3	08H	1.0	0.0		
172.0	3	09H	1.0	0.0		
172.0	3	10H	1.0	0.0		
172.0	3	11H	1.0	0.0		
172.0	3	12H	1.0	0.0		
172.0	3	1G_1	0	1.0		
172.0	3	1G_2	0	1.0		
172.0	3	1G_3	0	1.0		
172.0	3	2G_1	0	1.0		
172.0	3	2G_2	0	1.0		
172.0	3	2G_3	0	1.0		
172.0	3	3G_1	0	1.0		
172.0	3	3G_2	0	1.0		
172.0	3	3G_3	0	1.0		
172.0	3	4G_1	0	1.0		
172.0	3	4G_2	0	1.0		
172.0	3	4G_3	0	1.0		
172.0	3	KG_1_12	1.0	0.0		
172.0	3	KG_2	0	1.0		
172.0	3	KG_3	0	1.0		
200.0	3R	01H	0	0.0		
200.0	3R	02H	0	0.0		
200.0	3R	03H	0	0.0		
200.0	3R	04H	0	0.0		
200.0	3R	05H	0	0.0		
200.0	3R	06H	0	0.0		
200.0	3R	07H	0	0.0		
200.0	3R	08H	0	0.0		
200.0	3R	09H	0	0.0		
200.0	3R	10H	0	0.0		
200.0	3R	11H	0	0.0		
200.0	3R	12H	0	0.0		
200.0	3R	1G_1	0	0.0		
200.0	3R	1G_2	0	0.0		
200.0	3R	1G_3	0	0.0		
200.0	3R	2G_1	0	0.0		
200.0	3R	2G_2	0	0.0		
200.0	3R	2G_3	0	0.0		
200.0	3R	3G_1	0.0	1.0		
200.0	3R	3G_2	0.0	1.0		
200.0	3R	3G_3	0.0	1.0		
200.0	3R	4G_1	0.0	1.0		
200.0	3R	4G_2	0.0	1.0		
200.0	3R	4G_3	0.0	1.0		
200.0	3R	KG_1	0	0.0		
200.0	3R	KG_2	0	0.0		
200.0	3R	KG_3	0	0.0		
201.0	3R	01H	0	0.0		
201.0	3R	02H	0	0.0		
201.0	3R	03H	0	0.0		
201.0	3R	04H	0	0.0		
201.0	3R	05H	0	0.0		
201.0	3R	06H	0	0.0		
201.0	3R	07H	0	0.0		
201.0	3R	08H	0	0.0		
201.0	3R	09H	0	0.0		
201.0	3R	10H	0	0.0		
201.0	3R	11H	0	0.0		
201.0	3R	12H	0	0.0		
201.0	3R	1G_1	0	0.0		
201.0	3R	1G_2	0	0.0		
201.0	3R	1G_3	0	0.0		
201.0	3R	2G_1	0	0.0		
201.0	3R	2G_2	0	0.0		
201.0	3R	2G_3	0	0.0		
201.0	3R	3G_1	0.0	1.0		
201.0	3R	3G_2	0.0	1.0		
201.0	3R	3G_3	0.0	1.0		
201.0	3R	4G_1	0.0	1.0		
201.0	3R	4G_2	0.0	1.0		
201.0	3R	4G_3	0.0	1.0		
201.0	3R	KG_1	0	0.0		
201.0	3R	KG_2	0	0.0		
201.0	3R	KG_3	0	0.0		
202.0	3R	01H	0	0.0		
202.0	3R	02H	0	0.0		
202.0	3R	03H	0	0.0		
202.0	3R	04H	0	0.0		
202.0	3R	05H	0	0.0		
202.0	3R	06H	0	0.0		
202.0	3R	07H	0	0.0		
202.0	3R	08H	0	0.0		
202.0	3R	09H	0	0.0		
202.0	3R	10H	0	0.0		
202.0	3R	11H	0	0.0		
202.0	3R	12H	0	0.0		
202.0	3R	1G_1	0	0.0		
202.0	3R	1G_2	0	0.0		
202.0	3R	1G_3	0	0.0		
202.0	3R	2G_1	0	0.0		
202.0	3R	2G_2	0	0.0		
202.0	3R	2G_3	0	0.0		
202.0	3R	3G_1	0.0	0.0		
202.0	3R	3G_2	0.0	0.0		
202.0	3R	3G_3	0.0	0.0		
202.0	3R	4G_1	0.0	1.0		
202.0	3R	4G_2	0.0	1.0		
202.0	3R	4G_3	0.0	1.0		
202.0	3R	KG_1	0	0.0		
202.0	3R	KG_2	0	0.0		
202.0	3R	KG_3	0	0.0		
203.0	3R	01H	0	0.0		
203.0	3R	02H	0	0.0		
203.0	3R	03H	0	0.0		
203.0	3R	04H	0	0.0		
203.0	3R	05H	0	0.0		
203.0	3R	06H	0	0.0		
203.0	3R	07H	0	0.0		
203.0	3R	08H	0	0.0		
203.0	3R	09H	0	0.0		
203.0	3R	10H	0	0.0		
203.0	3R	11H	0	0.0		
203.0	3R	12H	0	0.0		
203.0	3R	1G_1	0	0.0		
203.0	3R	1G_2	0	0.0		
203.0	3R	1G_3	0	0.0		
203.0	3R	2G_1	0	0.0		
203.0	3R	2G_2	0	0.0		
203.0	3R	2G_3	0	0.0		
203.0	3R	3G_1	0.0	0.0		
203.0	3R	3G_2	0.0	0.0		
203.0	3R	3G_3	0.0	0.0		
203.0	3R	4G_1	0.0	1.0		
203.0	3R	4G_2	0.0	1.0		
203.0	3R	4G_3	0.0	1.0		
203.0	3R	KG_1	0	0.0		3G_3
203.0	3R	KG_2	0	0.0		4G_1
203.0	3R	KG_3	0	0.0		4G_2
204.0	3R	01H	0	0.0		
204.0	3R	02H	0	0.0		
204.0	3R	03H	0	0.0		
204.0	3R	04H	0	0.0		
204.0	3R	05H	0	0.0		
204.0	3R	06H	0	0.0		
204.0	3R	07H	0	0.0		
204.0	3R	08H	0	0.0		
204.0	3R	09H	0	0.0		
204.0	3R	10H	0	0.0		
204.0	3R	11H	0	0.0		
204.0	3R	12H	0	0.0		
204.0	3R	1G_1	0	0.0		
204.0	3R	1G_2	0	0.0		
204.0	3R	1G_3	0	0.0		
204.0	3R	2G_1	0	0.0		
204.0	3R	2G_2	0	0.0		
204.0	3R	2G_3	0	0.0		
204.0	3R	3G_1	0.0	0.0		
204.0	3R	3G_2	0.0	0.0		
204.0	3R	3G_3	0.0	0.0		
204.0	3R	4G_1	0.0	1.0		
204.0	3R	4G_2	0.0	1.0		
204.0	3R	4G_3	0.0	1.0		
204.0	3R	KG_1	0	0.0		
204.0	3R	KG_2	0	0.0		
204.0	3R	KG_3	0	0.0		
205.0	3R	01H	0	0.0		
205.0	3R	02H	0	0.0		
205.0	3R	03H	0	0.0		
205.0	3R	04H	0	0.0		
205.0	3R	05H	0	0.0		
205.0	3R	06H	0	0.0		
205.0	3R	07H	0	0.0		
205.0	3R	08H	0	0.0		
205.0	3R	09H	0	0.0		
205.0	3R	10H	0	0.0		
205.0	3R	11H	0	0.0		
205.0	3R	12H	0	0.0		
205.0	3R	1G_1	0	0.0		
205.0	3R	1G_2	0	0.0		
205.0	3R	1G_3	0	0.0		
205.0	3R	2G_1	0	0.0		
205.0	3R	2G_2	0	0.0		
205.0	3R	2G_3	0	0.0		
205.0	3R	3G_1	0.0	0.0		
205.0	3R	3G_2	0.0	0.0		
205.0	3R	3G_3	0.0	0.0		
205.0	3R	4G_1	0.0	0.0		
205.0	3R	4G_2	0.0	0.0		
205.0	3R	4G_3	0.0	0.0		
205.0	3R	KG_1	0	0.0		
205.0	3R	KG_2	0	0.0		
205.0	3R	KG_3	0	0.0		
206.0	3R	01H	0	0.0		
206.0	3R	02H	0	0.0		
206.0	3R	03H	0	0.0		
206.0	3R	04H	0	0.0		
206.0	3R	05H	0	0.0		
206.0	3R	06H	0	0.0		
206.0	3R	07H	0	0.0		
206.0	3R	08H	0	0.0		
206.0	3R	09H	0	0.0		
206.0	3R	10H	0	0.0		
206.0	3R	11H	0	0.0		
206.0	3R	12H	0	0.0		
206.0	3R	1G_1	0	0.0		
206.0	3R	1G_2	0	0.0		
206.0	3R	1G_3	0	0.0		
206.0	3R	2G_1	0	0.0		
206.0	3R	2G_2	0	0.0		
206.0	3R	2G_3	0	0.0		
206.0	3R	3G_1	0.0	0.0		
206.0	3R	3G_2	0.0	0.0		
206.0	3R	3G_3	0.0	0.0		
206.0	3R	4G_1	0.0	0.0		
206.0	3R	4G_2	0.0	0.0		
206.0	3R	4G_3	0.0	0.0		
206.0	3R	KG_1	0	0.0		
206.0	3R	KG_2	0	0.0		
206.0	3R	KG_3	0	0.0		
207.0	3R	01H	0	0.0		
207.0	3R	02H	0	0.0		
207.0	3R	03H	0	0.0		
207.0	3R	04H	0	0.0		
207.0	3R	05H	0	0.0		
207.0	3R	06H	0	0.0		
207.0	3R	07H	0	0.0		
207.0	3R	08H	0	0.0		
207.0	3R	09H	0	0.0		
207.0	3R	10H	0	0.0		
207.0	3R	11H	0	0.0		
207.0	3R	12H	0	0.0		
207.0	3R	1G_1	0	0.0		
207.0	3R	1G_2	0	0.0		
207.0	3R	1G_3	0	0.0		
207.0	3R	2G_1	0	0.0		
207.0	3R	2G_2	0	0.0		
207.0	3R	2G_3	0	0.0		
207.0	3R	3G_1	0.0	0.0		
207.0	3R	3G_2	0.0	0.0		
207.0	3R	3G_3	0.0	0.0		
207.0	3R	4G_1	0.0	0.0		
207.0	3R	4G_2	0.0	0.0		
207.0	3R	4G_3	0.0	0.0		
207.0	3R	KG_1	0	0.0		
207.0	3R	KG_2	0	0.0		
207.0	3R	KG_3	0	0.0		
208.0	3R	01H	0	0.0		
208.0	3R	02H	0	0.0		
208.0	3R	03H	0	0.0		
208.0	3R	04H	0	0.0		
208.0	3R	05H	0	0.0		
208.0	3R	06H	0	0.0		
208.0	3R	07H	0	0.0		
208.0	3R	08H	0	0.0		
208.0	3R	09H	0	0.0		
208.0	3R	10H	0	0.0		
208.0	3R	11H	0	0.0		
208.0	3R	12H	0	0.0		
208.0	3R	1G_1	0	0.0		
208.0	3R	1G_2	0	0.0		
208.0	3R	1G_3	0	0.0		
208.0	3R	2G_1	0	0.0		
208.0	3R	2G_2	0	0.0		
208.0	3R	2G_3	0	0.0		
208.0	3R	3G_1	0.0	0.0		
208.0	3R	3G_2	0.0	0.0		
208.0	3R	3G_3	0.0	0.0		
208.0	3R	4G_1	0.0	0.0		
208.0	3R	4G_2	0.0	0.0		
208.0	3R	4G_3	0.0	0.0		
208.0	3R	KG_1	0	0.0		
208.0	3R	KG_2	0	0.0		
208.0	3R	KG_3	0	0.0		
209.0	3R	01H	0	0.0		
209.0	3R	02H	0	0.0		
209.0	3R	03H	0	0.0		
209.0	3R	04H	0	0.0		
209.0	3R	05H	0	0.0		
209.0	3R	06H	0	0.0		
209.0	3R	07H	0	0.0		
209.0	3R	08H	0	0.0		
209.0	3R	09H	0	0.0		
209.0	3R	10H	0	0.0		
209.0	3R	11H	0	0.0		
209.0	3R	12H	0	0.0		
209.0	3R	1G_1	0	0.0		
209.0	3R	1G_2	0	0.0		
209.0	3R	1G_3	0	0.0		
209.0	3R	2G_1	0	0.0		
209.0	3R	2G_2	0	0.0		
209.0	3R	2G_3	0	0.0		
209.0	3R	3G_1	0.0	0.0		
209.0	3R	3G_2	0.0	0.0		
209.0	3R	3G_3	0.0	0.0		
209.0	3R	4G_1	0.0	0.0		
209.0	3R	4G_2	0.0	0.0		
209.0	3R	4G_3	0.0	0.0		
209.0	3R	KG_1	0	0.0		
209.0	3R	KG_2	0	0.0		
209.0	3R	KG_3	0	0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
				0.0		
